지역,업종,사업체규모,연차휴가부여,연차휴가사용,연령대,성별,학력,직업,월평균소득구간
1,11,6,0,0,20대,2,3,3,3
12,2,3,12,8,40대,2,4,7,4
13,2,3,15,5,20대,2,3,3,2
14,10,6,18,15,30대,1,3,5,3
3,2,3,15,0,30대,1,4,3,3
1,16,4,0,0,40대,2,3,4,4
6,3,4,17,0,40대,1,4,3,3
6,10,2,18,0,30대,2,4,3,3
5,16,4,13,10,20대,1,4,3,3
9,3,5,10,6,60대,1,5,1,5
9,6,3,0,0,40대,1,4,4,4
5,9,5,17,0,30대,1,4,3,3
10,5,6,0,0,40대,1,3,7,4
6,5,2,0,0,30대,2,4,3,2
1,3,6,22,15,40대,2,4,2,3
2,13,5,18,10,30대,1,4,3,3
12,11,6,15,14,50대,1,4,3,5
1,14,3,16,0,50대,2,3,2,2
1,5,6,25,25,30대,1,4,3,2
3,7,2,0,0,40대,1,3,3,4
1,12,3,21,10,40대,1,4,2,5
12,2,5,12,8,30대,1,4,5,5
10,7,4,11,7,20대,2,2,3,2
15,2,3,10,5,30대,2,2,3,3
14,10,6,18,16,60대,2,4,1,6
1,12,5,22,15,30대,2,2,3,4
15,2,3,18,18,40대,2,2,3,3
16,10,4,14,7,30대,1,2,3,2
12,15,6,17,15,30대,2,4,4,4
12,6,2,18,18,30대,1,4,3,3
1,14,4,7,0,20대,2,3,3,2
1,5,6,0,0,20대,1,4,3,3
9,11,5,15,14,40대,2,4,3,3
10,1,6,25,5,40대,2,3,3,3
6,16,6,21,7,30대,1,4,3,3
1,15,3,20,8,30대,2,5,2,4
7,14,2,7,7,30대,2,3,3,2
16,5,2,0,0,50대,1,4,3,5
1,9,6,15,14,40대,1,4,3,4
5,12,4,15,12,30대,1,5,3,4
16,7,4,15,11,50대,2,1,3,3
1,14,3,15,8,30대,2,4,3,2
10,3,4,12,10,20대,2,4,3,3
12,5,3,18,18,40대,2,2,3,3
2,3,5,15,15,30대,2,4,3,3
1,5,3,0,0,40대,1,4,3,6
11,5,4,10,10,20대,2,4,3,2
6,5,2,0,0,30대,2,4,3,3
10,4,4,15,9,30대,1,4,3,3
3,2,2,7,7,40대,2,3,3,2
11,9,3,16,9,30대,2,4,3,3
11,2,6,15,0,30대,1,4,3,4
5,13,6,0,0,30대,2,4,4,4
2,11,2,16,7,30대,2,3,3,3
2,8,6,12,8,30대,2,2,4,2
4,15,4,0,0,30대,2,4,4,2
1,13,6,15,0,30대,1,4,3,3
10,12,3,15,10,20대,2,4,3,3
2,5,2,12,12,30대,2,3,3,2
12,10,3,25,7,40대,2,2,3,4
6,12,6,11,11,30대,1,4,3,3
15,3,4,15,9,20대,1,2,3,3
12,6,2,20,17,30대,1,4,3,3
9,11,3,15,10,30대,2,4,3,2
2,16,4,15,11,40대,2,4,3,5
1,9,6,18,18,30대,1,4,3,4
4,2,2,0,0,40대,1,4,3,3
10,2,3,13,6,20대,1,2,7,2
5,6,4,15,0,30대,2,3,5,2
1,2,5,14,14,30대,1,4,3,4
5,8,2,15,15,20대,2,3,4,2
6,13,4,12,0,30대,2,4,3,3
16,14,4,12,0,30대,2,3,3,2
14,6,2,0,0,20대,2,3,3,4
8,12,6,11,5,30대,2,4,3,4
2,2,3,12,12,40대,1,3,3,3
1,5,6,15,15,30대,2,4,3,2
2,7,5,18,6,30대,2,3,3,4
14,9,2,18,15,30대,1,4,3,4
14,3,4,17,15,30대,1,4,3,4
1,16,2,0,0,20대,2,2,4,2
10,15,2,15,15,20대,2,4,3,2
9,6,3,19,8,30대,1,2,5,2
11,2,5,16,11,30대,1,4,3,3
2,2,6,17,9,40대,2,2,3,3
2,8,6,15,9,20대,2,2,4,2
4,8,3,11,11,20대,2,4,4,3
10,2,2,16,10,40대,2,2,3,2
1,6,2,23,12,30대,1,3,5,4
2,2,4,13,13,30대,2,5,3,4
1,8,4,0,0,40대,2,2,4,3
1,8,4,12,12,20대,2,2,4,3
1,5,3,0,0,30대,1,3,3,5
1,14,5,15,13,40대,2,5,4,4
9,7,4,14,14,30대,2,2,3,2
13,2,3,15,5,30대,1,3,3,2
9,2,4,15,13,30대,2,4,3,3
2,12,2,24,20,20대,2,4,3,3
6,12,6,21,21,30대,2,4,3,3
2,5,3,21,2,20대,2,3,3,3
16,16,5,15,15,30대,2,3,4,4
2,7,6,21,16,20대,1,4,3,2
16,15,3,19,14,30대,1,4,3,5
2,13,4,15,10,30대,1,2,1,3
7,13,5,16,6,20대,1,3,9,3
1,7,3,19,8,30대,2,4,3,3
11,1,4,15,13,20대,2,4,3,3
14,2,4,17,13,20대,1,3,3,3
1,6,2,0,0,20대,2,3,5,2
16,14,5,15,13,20대,1,3,3,2
16,5,6,22,18,40대,2,4,3,4
15,8,2,12,12,20대,1,3,4,3
15,13,6,15,10,20대,2,4,3,2
12,6,3,15,15,40대,1,3,5,4
5,16,2,0,0,20대,2,2,4,2
16,2,2,16,0,30대,2,2,3,2
6,16,3,18,13,40대,2,4,4,2
1,9,2,23,17,20대,2,4,3,3
3,14,6,17,17,30대,2,3,3,4
1,9,6,15,14,50대,2,4,3,5
4,9,5,17,17,30대,2,2,3,2
3,6,2,0,0,40대,2,2,5,3
1,11,2,0,0,60대,1,2,9,2
4,5,2,0,0,60대,2,4,1,5
16,2,2,0,0,50대,1,4,7,3
2,7,6,16,8,50대,2,1,3,3
2,12,2,15,10,30대,2,2,3,2
13,2,3,11,8,20대,2,2,3,2
9,2,4,24,3,50대,1,2,7,5
16,6,3,0,0,40대,2,4,4,4
1,13,6,16,6,30대,2,4,3,3
9,2,4,12,3,30대,1,4,3,3
6,12,6,20,5,30대,1,4,3,3
1,10,6,15,13,30대,2,4,5,4
1,9,3,12,12,40대,1,4,3,6
10,11,2,15,0,30대,2,3,3,3
12,4,4,18,18,40대,1,4,7,4
1,6,4,18,3,30대,1,3,3,3
1,9,4,0,0,30대,2,4,3,3
7,2,6,15,10,40대,1,4,3,4
12,2,5,19,6,30대,1,4,3,3
7,2,6,15,0,30대,2,4,3,4
1,11,5,15,12,40대,1,4,3,4
14,6,2,12,12,60대,1,2,5,3
1,14,4,15,8,60대,2,4,4,3
10,9,5,18,12,40대,2,4,3,4
2,12,4,4,4,30대,2,4,3,3
7,9,2,12,5,40대,2,2,3,2
2,2,4,13,0,30대,2,4,3,3
1,9,4,15,15,30대,1,4,4,4
16,9,4,12,9,40대,2,3,3,3
16,6,3,0,0,40대,2,4,3,4
1,14,6,15,15,20대,2,3,4,2
10,9,5,0,0,30대,2,4,3,4
15,5,3,0,0,30대,2,2,3,2
17,5,2,0,0,40대,2,4,3,2
9,11,5,15,10,50대,2,3,1,3
17,11,3,15,15,50대,1,4,3,4
2,6,3,11,7,30대,2,2,4,2
1,7,5,15,12,30대,2,3,3,4
12,6,3,15,13,40대,1,3,5,4
1,14,2,0,0,30대,1,4,4,3
9,8,3,21,21,40대,1,3,4,3
1,6,6,14,14,20대,1,4,3,3
1,13,2,16,10,30대,2,4,3,3
5,4,6,15,10,20대,2,4,3,3
10,2,6,12,12,30대,1,4,3,3
12,15,5,14,0,40대,2,4,5,3
14,5,4,15,8,20대,2,4,3,3
12,4,2,0,0,20대,2,3,3,2
5,13,6,0,0,50대,2,4,3,2
14,12,5,17,17,30대,1,4,3,3
5,6,3,22,16,40대,2,3,5,4
13,10,5,20,20,30대,1,4,4,3
16,2,3,15,15,30대,1,2,3,2
11,12,5,15,14,60대,1,2,1,5
1,11,6,13,11,20대,1,2,3,2
12,11,6,15,11,50대,2,4,3,3
1,13,4,17,6,40대,2,4,3,3
16,5,3,0,0,30대,2,3,3,2
14,10,2,12,3,30대,2,4,3,4
11,5,5,15,15,40대,2,4,3,2
1,11,2,17,0,30대,2,2,3,3
11,11,4,16,11,40대,2,4,1,4
1,5,5,12,12,30대,1,4,3,2
2,11,4,14,14,20대,1,2,3,3
9,14,6,10,3,20대,2,4,3,3
9,4,2,0,0,30대,1,2,7,3
9,6,2,0,0,20대,2,2,3,2
1,4,4,12,12,50대,1,4,3,3
9,11,2,21,13,30대,1,3,7,4
4,5,2,0,0,30대,2,3,3,2
12,1,2,19,19,30대,1,3,3,3
9,4,2,15,6,20대,1,4,4,2
1,11,2,0,0,60대,1,2,9,2
14,14,2,10,0,30대,2,4,3,3
13,9,3,12,10,40대,2,4,3,2
14,2,5,15,6,20대,1,2,8,3
6,10,4,20,14,40대,2,4,3,4
9,2,5,16,0,30대,1,4,3,3
6,16,2,13,8,20대,2,2,4,3
9,2,4,12,11,30대,2,4,3,3
1,9,2,16,16,30대,1,4,3,3
1,14,2,18,18,30대,2,3,4,3
1,8,6,23,15,40대,1,4,4,3
2,7,4,13,0,40대,1,4,3,4
1,9,4,15,15,20대,2,3,3,3
1,15,5,19,19,30대,1,4,2,3
12,15,5,20,20,40대,2,4,5,3
3,10,3,21,0,30대,2,3,3,5
5,5,4,13,13,20대,1,4,3,3
16,5,4,7,5,60대,2,2,3,5
9,14,5,16,16,30대,1,4,4,3
7,6,2,0,0,40대,1,3,5,4
9,2,3,12,0,40대,1,2,7,3
2,2,4,10,1,40대,1,4,3,4
6,3,3,22,20,30대,2,3,3,5
2,15,3,23,6,30대,2,4,3,4
1,14,2,22,22,20대,2,4,2,2
9,9,3,13,10,40대,1,4,1,5
3,11,3,15,10,40대,2,3,3,4
1,14,6,14,14,20대,2,4,3,2
2,12,5,12,12,20대,2,4,3,3
6,12,6,15,15,20대,2,4,3,3
14,2,3,15,5,20대,2,4,3,3
12,12,4,15,0,30대,2,3,3,3
2,2,6,17,2,60대,2,1,9,2
4,7,3,15,9,30대,1,2,1,4
1,14,2,13,13,20대,2,4,2,2
15,6,3,20,5,20대,1,3,5,3
10,11,3,22,0,30대,1,4,3,2
2,7,6,18,3,60대,1,1,4,5
9,6,3,20,10,40대,1,4,5,7
9,3,2,15,0,30대,2,4,3,3
9,14,6,15,15,30대,2,4,3,3
1,11,2,16,16,30대,2,2,3,3
1,12,3,15,15,20대,2,4,3,2
9,2,4,0,0,30대,1,3,3,2
2,13,6,12,0,30대,1,4,3,3
3,3,6,16,16,30대,1,4,3,3
9,2,3,0,0,20대,2,2,3,3
1,5,6,0,0,30대,2,4,3,3
12,4,2,0,0,40대,2,3,4,3
14,4,5,16,16,50대,2,4,3,4
13,7,4,0,0,50대,2,2,4,4
1,16,3,15,11,30대,2,4,3,3
11,2,6,16,9,30대,1,4,3,4
2,6,3,0,0,40대,2,2,5,2
1,14,4,15,15,20대,2,4,2,3
1,9,3,18,12,50대,1,3,3,3
14,12,2,25,10,40대,1,2,3,3
15,5,3,15,0,20대,1,3,3,3
9,7,2,0,0,30대,2,2,3,2
9,6,2,0,0,20대,2,2,5,2
4,5,5,15,0,40대,2,2,3,3
17,12,2,0,0,40대,2,4,2,3
13,2,5,18,7,20대,2,4,3,3
9,2,4,0,0,20대,2,4,3,2
15,10,2,16,13,30대,2,3,3,3
16,5,3,13,5,40대,2,4,3,3
14,1,3,18,8,30대,1,4,3,4
2,16,6,20,11,40대,1,3,3,3
9,2,2,10,0,50대,2,1,7,2
2,2,3,25,22,40대,2,3,7,3
9,2,4,22,16,30대,2,4,3,3
3,16,3,11,10,40대,2,4,4,5
9,6,4,16,16,20대,1,4,5,2
3,5,2,0,0,40대,1,4,3,3
15,10,2,16,2,30대,1,4,3,4
1,14,2,16,16,30대,2,3,4,3
1,8,2,0,0,50대,2,1,4,3
16,14,5,0,0,40대,2,4,4,5
1,14,3,12,2,50대,2,4,2,2
1,14,6,15,15,40대,1,4,4,3
9,14,3,5,5,50대,2,4,3,3
13,2,5,18,8,50대,2,4,3,5
3,12,3,15,5,20대,2,4,3,3
9,14,5,16,16,40대,2,4,4,3
2,14,6,16,0,20대,2,4,4,2
3,14,2,0,0,30대,2,2,4,2
2,2,4,8,3,30대,2,4,3,2
13,5,2,0,0,60대,1,1,9,3
1,16,3,15,15,20대,1,4,2,3
2,8,6,11,11,30대,1,2,4,2
11,11,4,16,5,40대,2,2,3,3
15,2,2,15,0,30대,2,2,3,2
9,11,2,25,20,20대,2,2,3,2
6,6,4,17,10,30대,2,3,4,5
10,3,4,15,15,40대,2,2,3,4
13,8,2,13,8,20대,2,4,3,2
1,13,2,0,0,20대,2,4,3,2
14,1,3,18,18,60대,2,3,3,3
2,7,3,13,13,30대,2,4,3,2
12,9,2,21,10,40대,2,3,3,3
16,10,3,11,5,20대,2,3,3,2
1,15,4,12,0,40대,2,2,4,2
12,8,5,15,15,30대,1,3,4,4
14,1,3,0,0,40대,2,2,3,3
1,6,4,15,5,20대,2,3,5,2
12,2,4,16,10,20대,2,3,3,2
1,15,4,21,3,40대,2,2,3,3
5,2,2,12,7,30대,2,4,4,2
15,11,4,18,12,20대,1,4,3,2
1,3,5,25,16,30대,1,4,3,5
11,2,5,18,18,30대,2,3,3,5
1,9,6,18,15,40대,1,4,3,5
12,4,4,15,15,30대,2,3,3,3
6,6,4,16,0,30대,1,2,3,3
6,8,2,0,0,60대,2,2,4,2
1,12,4,15,15,30대,1,4,3,3
2,7,6,21,14,20대,2,2,3,2
9,2,5,8,5,30대,2,4,3,4
1,7,5,20,0,30대,1,4,3,5
1,11,5,16,8,40대,1,4,3,4
12,10,3,19,5,20대,1,3,3,3
1,8,2,15,1,20대,1,2,4,3
2,9,6,15,15,30대,2,4,3,3
15,14,2,0,0,30대,2,4,4,2
1,9,5,15,10,20대,1,2,3,3
1,12,5,22,21,50대,2,4,2,5
1,13,6,15,15,30대,1,4,3,2
6,16,4,16,0,30대,2,4,1,4
1,7,4,15,0,20대,2,2,4,2
2,6,6,23,17,40대,1,4,5,4
14,10,6,18,15,50대,2,4,3,4
12,3,6,21,14,50대,1,4,3,5
13,7,5,18,0,30대,2,4,3,3
12,2,6,15,15,20대,2,4,3,3
6,7,6,20,0,50대,1,2,3,4
8,3,6,15,14,40대,2,3,3,4
1,6,2,22,0,40대,2,2,4,3
2,6,5,20,12,30대,2,4,4,2
15,12,3,22,22,30대,2,2,3,2
3,14,2,16,16,60대,1,4,3,4
4,11,2,15,2,40대,2,2,3,2
6,5,3,0,0,30대,2,4,3,2
7,12,2,12,2,40대,1,3,3,3
4,1,4,0,0,60대,1,2,3,3
13,2,5,15,11,50대,2,4,3,3
6,12,3,13,13,20대,2,4,3,2
5,10,6,15,13,30대,2,3,3,5
14,3,6,22,9,40대,1,4,3,4
11,2,4,20,9,50대,2,3,3,5
17,14,3,0,0,20대,2,3,4,2
1,3,6,22,18,30대,1,4,3,3
4,11,2,16,16,50대,2,4,3,3
1,6,4,0,0,50대,2,2,1,5
2,8,6,15,0,30대,2,2,4,2
11,12,5,15,15,30대,2,4,3,4
3,2,2,0,0,40대,1,2,3,3
2,7,6,20,12,30대,1,4,3,5
2,16,6,20,16,50대,2,4,3,5
1,5,5,16,12,30대,1,4,3,2
13,4,4,15,15,30대,2,4,3,3
1,6,3,15,10,30대,2,3,3,3
12,2,2,0,0,20대,2,4,3,2
9,2,3,7,0,40대,2,2,3,3
2,2,6,15,3,50대,2,2,9,2
10,1,6,25,5,40대,1,2,3,4
1,6,2,0,0,40대,2,2,5,2
14,2,5,16,5,40대,1,2,3,3
2,10,5,17,7,20대,2,4,3,6
12,6,3,15,0,40대,2,2,5,3
6,8,2,12,0,50대,1,3,4,3
5,10,6,15,14,50대,1,4,5,4
14,8,4,15,0,40대,1,2,4,3
1,9,6,20,8,40대,2,4,3,4
5,10,3,25,8,50대,2,4,3,7
12,12,2,17,7,20대,2,2,3,3
2,2,6,13,0,20대,2,4,3,2
9,6,4,18,10,40대,2,4,3,3
6,13,5,15,15,40대,2,4,3,3
10,10,2,16,7,40대,2,4,5,3
1,6,4,12,0,20대,1,4,3,2
1,8,2,16,16,30대,2,2,4,2
14,1,5,17,10,30대,1,4,3,3
1,7,5,16,16,30대,2,4,3,5
1,16,2,15,14,30대,1,4,3,5
15,13,3,15,15,50대,1,4,3,4
9,6,2,0,0,40대,2,2,5,2
2,13,6,15,10,40대,1,4,3,3
1,6,5,15,4,30대,1,4,3,3
9,2,5,18,12,20대,2,3,3,3
9,1,4,21,0,40대,2,2,3,3
2,6,3,0,0,30대,2,4,5,3
16,10,2,18,15,40대,2,4,3,3
3,8,2,0,0,50대,2,2,4,3
12,3,2,22,0,40대,1,2,8,4
2,13,2,15,10,30대,2,4,3,3
7,14,5,21,19,40대,2,4,3,2
10,6,4,16,14,20대,2,4,3,2
9,2,4,0,0,30대,2,3,3,3
2,13,5,15,0,30대,2,4,3,3
16,14,5,18,10,20대,2,3,4,2
2,13,6,16,0,30대,2,4,3,3
6,13,2,15,15,40대,2,4,3,3
1,15,2,5,5,20대,1,3,3,2
11,4,4,20,20,40대,2,4,3,3
15,14,5,15,13,60대,2,4,3,3
9,7,4,0,0,30대,1,2,3,3
10,11,3,14,3,30대,2,2,3,3
3,16,3,0,0,50대,2,4,3,3
9,8,3,15,5,20대,2,2,4,3
1,14,4,10,5,20대,2,4,2,2
10,13,4,19,19,40대,2,4,3,4
7,14,5,16,10,20대,2,2,3,2
15,1,2,15,15,30대,2,4,3,3
13,9,4,11,7,20대,1,4,3,4
9,2,2,20,20,20대,2,4,3,2
10,3,2,13,5,30대,2,4,3,3
1,16,5,16,7,30대,2,4,3,5
1,13,6,15,0,20대,1,4,3,3
7,14,2,0,0,30대,2,3,3,3
13,10,5,20,20,20대,2,3,4,3
7,16,2,15,7,20대,2,2,4,2
3,14,6,15,11,30대,1,4,3,3
12,6,3,12,12,40대,2,2,5,3
9,14,6,15,8,30대,1,4,3,3
1,6,2,12,9,30대,2,4,4,3
8,12,6,11,11,30대,2,4,3,2
2,11,2,15,0,40대,2,2,3,2
10,11,4,15,0,30대,1,2,3,3
8,13,2,15,15,40대,2,4,3,3
15,14,3,0,0,20대,2,4,3,2
1,13,6,15,0,30대,2,4,3,2
7,14,5,21,18,30대,2,3,3,3
12,10,3,16,6,30대,2,3,3,3
9,2,4,24,3,30대,2,4,3,4
1,9,6,18,14,50대,2,5,3,4
10,9,5,15,10,30대,1,4,3,4
13,12,2,15,10,40대,2,2,3,3
15,9,3,20,10,40대,1,3,3,3
12,2,6,16,0,20대,2,4,3,4
1,5,6,15,8,30대,1,4,3,2
7,12,2,0,0,40대,1,4,3,5
9,6,4,18,15,30대,2,3,4,3
14,8,4,0,0,40대,2,2,4,3
1,14,2,18,18,40대,2,4,4,4
5,15,6,21,11,30대,2,4,3,4
1,13,6,16,10,20대,1,4,3,3
1,13,2,15,5,20대,2,4,3,3
15,14,2,0,0,30대,2,4,3,2
2,7,6,16,11,50대,1,1,3,3
2,16,4,15,10,40대,1,4,3,3
1,7,4,8,0,20대,2,2,3,2
11,2,5,16,12,40대,1,4,7,3
1,14,6,14,0,30대,2,4,4,3
15,13,6,14,5,30대,2,4,3,3
11,2,5,15,0,30대,2,2,3,3
6,13,4,12,11,20대,1,3,3,2
2,2,6,25,14,20대,1,4,8,3
9,8,3,15,0,20대,2,3,4,3
9,14,2,0,0,40대,2,4,3,3
2,4,5,15,15,20대,1,4,3,3
6,6,2,0,0,30대,1,3,3,3
1,13,6,17,7,20대,2,4,3,3
2,12,5,15,0,20대,2,4,3,3
2,2,4,13,13,20대,2,3,3,3
1,13,6,16,0,20대,2,4,3,2
1,8,5,19,19,30대,2,3,4,3
16,13,2,15,5,20대,2,4,3,3
14,5,3,13,0,30대,1,3,3,5
1,16,2,15,12,30대,1,4,3,2
2,7,3,21,2,30대,2,3,3,3
5,2,3,15,7,30대,1,4,3,3
2,13,3,19,19,40대,1,5,1,4
9,4,5,16,13,30대,2,4,7,3
1,14,2,15,15,20대,2,3,2,2
9,13,2,16,16,50대,2,2,3,3
3,2,3,17,3,20대,2,3,3,2
10,7,2,21,21,50대,1,4,3,5
9,14,2,15,10,50대,1,3,1,3
1,14,4,17,17,20대,2,3,3,2
1,14,2,16,16,20대,2,2,4,2
9,12,3,17,17,40대,2,4,3,3
2,6,6,15,13,30대,2,4,3,3
13,12,4,15,15,30대,2,2,3,3
9,6,3,12,12,40대,2,4,3,2
14,3,6,22,15,20대,1,1,3,2
12,15,5,20,10,40대,1,4,3,4
1,6,4,21,6,30대,2,2,5,3
12,8,2,0,0,60대,2,1,3,2
14,4,4,15,15,30대,1,2,7,3
2,5,2,17,17,30대,2,3,3,2
9,16,3,0,0,50대,2,1,4,2
12,1,2,15,15,40대,1,3,3,3
8,12,6,19,6,50대,2,4,2,5
9,16,4,10,2,40대,2,2,4,2
4,7,3,0,0,30대,2,2,4,3
1,9,2,9,3,20대,2,5,2,4
3,16,5,20,14,40대,2,4,4,4
3,6,2,0,0,30대,1,2,5,2
16,10,5,17,14,30대,2,3,3,3
1,7,5,13,10,20대,2,3,3,4
3,2,3,19,1,30대,1,4,3,4
4,2,2,0,0,40대,1,4,1,4
13,13,6,15,0,30대,1,4,3,3
14,3,5,15,10,30대,1,4,3,4
3,16,5,16,8,30대,1,4,3,5
1,4,6,14,0,30대,1,4,4,5
12,2,6,16,16,30대,1,3,7,3
15,12,2,0,0,40대,2,2,3,2
9,2,4,12,11,30대,2,2,3,3
2,9,6,21,6,30대,1,2,1,3
14,10,6,18,18,40대,2,4,3,5
11,2,6,15,0,30대,1,4,3,3
12,12,2,0,0,40대,1,4,3,3
1,9,2,15,9,30대,2,4,3,3
15,8,4,7,0,30대,2,3,4,3
13,15,3,21,1,40대,1,3,3,3
1,12,6,15,10,30대,1,4,3,4
6,7,6,20,15,60대,1,2,7,3
1,15,4,25,21,40대,1,3,4,3
1,6,2,10,10,30대,2,4,3,3
15,2,2,0,0,20대,2,4,3,2
14,2,4,17,2,30대,2,3,3,3
15,13,6,15,8,30대,2,4,3,2
13,2,3,19,8,30대,1,3,3,3
10,6,3,16,0,30대,2,2,5,3
7,2,6,15,0,30대,2,4,3,4
4,8,2,0,0,20대,2,3,4,2
13,4,4,20,8,50대,1,2,3,3
1,14,2,21,15,30대,2,4,3,4
15,12,5,18,0,20대,1,4,3,3
6,5,5,0,0,30대,2,4,3,3
12,6,5,13,11,20대,1,4,3,3
14,12,5,18,18,40대,2,2,3,3
1,11,5,14,14,20대,1,4,3,2
16,12,4,21,19,60대,2,3,3,4
1,14,6,15,0,20대,2,4,3,3
12,2,4,16,11,30대,2,4,3,4
11,2,5,15,7,30대,2,4,3,3
1,12,2,14,14,20대,2,3,3,3
2,2,3,15,0,30대,1,4,3,3
1,14,2,0,0,20대,2,3,4,2
2,2,6,25,14,20대,2,4,3,2
16,10,3,8,8,30대,1,4,3,4
16,14,5,15,12,20대,2,3,3,3
1,8,5,15,15,20대,2,2,4,2
1,8,4,15,7,30대,2,2,4,3
3,2,4,19,5,30대,1,4,3,3
2,9,5,19,14,20대,1,4,3,3
8,4,2,0,0,50대,2,2,3,2
2,2,4,18,0,30대,1,3,3,3
2,6,5,24,5,30대,1,4,4,2
4,8,2,0,0,40대,1,4,4,4
2,13,6,18,18,30대,1,4,3,3
1,5,4,20,0,40대,2,2,3,3
14,12,4,22,0,30대,2,4,3,6
1,15,4,23,17,50대,1,3,1,4
1,12,2,15,15,40대,2,4,3,3
1,8,6,23,21,30대,1,4,4,3
1,14,3,12,0,50대,2,3,2,2
1,16,2,13,0,40대,2,3,2,3
16,14,5,15,15,20대,2,4,3,2
1,6,3,3,3,30대,1,3,5,3
9,2,4,12,12,40대,2,4,3,3
1,14,6,18,0,40대,2,4,2,4
16,14,5,13,0,30대,1,3,4,2
1,9,6,20,10,30대,2,4,3,3
5,12,6,16,14,30대,2,2,3,2
1,8,2,0,0,40대,2,2,4,3
14,14,4,20,18,40대,2,4,3,3
17,13,3,15,12,30대,1,4,3,5
9,14,6,15,9,30대,1,4,3,3
3,2,3,17,10,40대,2,4,3,3
12,11,6,15,12,30대,2,4,3,3
1,14,6,15,6,30대,2,4,4,3
14,12,2,15,0,40대,2,2,3,3
1,8,3,15,15,30대,2,4,4,3
17,1,3,25,12,40대,1,4,1,7
9,6,4,18,11,30대,1,3,3,3
9,6,2,16,6,30대,1,2,5,3
16,5,4,17,6,30대,1,2,3,3
9,6,2,0,0,20대,2,2,5,2
2,6,2,0,0,60대,1,2,4,2
1,10,6,20,12,30대,1,4,3,5
1,6,6,14,9,50대,1,2,4,5
1,13,6,14,5,30대,2,4,3,3
1,6,3,15,13,40대,2,3,5,2
4,1,5,15,7,30대,2,2,3,3
9,2,5,15,15,30대,1,4,3,5
9,2,4,12,7,40대,2,3,3,3
1,12,5,13,10,20대,1,4,3,3
1,8,4,0,0,30대,1,2,4,3
5,13,5,12,12,40대,1,4,3,3
9,6,2,15,3,40대,1,4,3,4
6,7,6,19,13,50대,1,2,7,3
7,6,2,0,0,30대,2,2,5,3
2,13,6,11,11,30대,1,4,3,3
2,13,6,0,0,60대,1,4,4,3
6,11,2,18,16,40대,2,4,3,5
11,2,3,20,6,40대,2,3,3,3
3,8,5,15,14,30대,2,4,4,3
4,3,3,23,0,40대,1,2,3,4
2,4,5,7,0,30대,1,3,4,4
9,2,2,12,8,40대,2,3,3,3
15,14,4,15,5,50대,2,4,3,3
12,13,5,15,5,40대,2,4,3,3
1,13,5,20,4,30대,1,4,3,2
8,3,4,15,6,20대,2,4,3,97
17,13,4,15,8,30대,2,4,3,4
1,8,3,15,15,20대,1,4,4,3
2,7,6,16,7,50대,1,1,1,4
9,8,2,0,0,40대,2,2,3,3
5,15,2,12,12,40대,1,5,1,5
4,7,3,15,9,40대,1,3,3,3
2,8,5,20,10,30대,2,4,4,3
17,16,2,15,10,60대,2,4,4,3
12,8,2,0,0,50대,2,2,4,2
1,8,3,15,10,20대,2,3,4,3
16,12,3,12,12,40대,2,2,3,2
1,5,6,0,0,30대,1,4,3,4
10,5,4,0,0,40대,1,2,7,4
1,8,6,23,14,30대,1,3,4,3
12,6,3,16,12,30대,1,3,5,4
1,10,4,24,13,30대,2,3,3,3
1,16,5,15,15,20대,2,4,3,2
16,11,4,25,5,30대,2,4,3,2
7,7,4,15,2,30대,2,4,3,2
2,6,5,16,0,20대,1,4,4,2
13,3,2,23,8,50대,1,4,3,7
5,12,2,16,6,30대,1,4,3,4
15,11,4,18,17,40대,1,4,3,3
1,8,2,16,0,30대,2,2,4,2
11,1,4,15,6,30대,1,4,3,4
7,2,2,12,3,40대,1,4,3,4
6,16,3,0,0,20대,1,4,3,2
1,6,2,12,7,30대,1,4,4,3
16,7,2,0,0,40대,1,4,3,3
8,15,6,10,5,30대,1,4,3,3
9,4,4,12,12,20대,2,4,3,2
3,2,4,13,0,30대,2,3,3,2
16,16,3,15,15,20대,2,4,3,3
17,10,2,20,5,30대,2,4,3,4
10,5,6,0,0,60대,1,4,3,5
7,13,5,15,15,20대,1,4,9,3
2,14,3,0,0,20대,2,4,2,2
6,6,2,0,0,50대,2,2,5,2
11,9,4,17,10,20대,1,4,2,3
1,6,5,15,15,30대,2,4,1,2
4,11,2,15,3,60대,1,2,9,2
9,14,4,15,3,40대,1,5,3,3
11,11,3,22,4,40대,2,2,3,3
1,8,3,15,15,50대,2,3,4,4
1,11,6,0,0,30대,1,3,3,3
1,9,6,16,11,20대,1,4,3,4
6,8,2,12,0,30대,1,3,4,3
9,11,3,17,17,40대,2,3,3,2
5,10,6,15,14,20대,1,4,3,2
2,13,6,15,15,30대,1,4,3,3
9,16,3,0,0,50대,2,2,4,2
1,12,3,4,0,30대,2,4,3,3
1,11,6,13,8,60대,2,3,1,3
4,13,5,15,11,40대,1,4,4,3
12,6,3,15,10,40대,2,2,3,3
6,13,5,15,5,20대,2,4,3,3
16,10,2,15,3,20대,2,3,3,3
16,5,6,17,17,30대,1,4,3,2
1,8,6,23,16,30대,1,4,4,3
15,15,2,21,0,50대,2,2,3,3
3,2,4,15,0,50대,1,2,3,3
2,2,3,15,0,30대,2,4,3,3
1,15,2,0,0,20대,1,2,3,3
